Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
25,688,3,3,1,538,1,91,3,1,1,4031,9396,5,13,3,3,80,1,6,5,3,2,2,0,2
32,634,5,4,1,1607,2,35,4,1,4,3312,18783,3,17,3,4,80,2,6,3,3,3,2,0,2
39,439,9,3,1,1132,3,70,3,2,2,6782,8770,9,15,3,3,80,0,9,2,2,5,4,0,3
26,572,10,3,1,1836,3,46,3,2,4,4684,9125,1,13,3,1,80,0,5,4,3,5,3,1,2
31,655,7,4,1,76,4,48,3,2,4,5915,9528,3,22,4,4,80,1,10,3,2,7,7,1,7
51,632,21,4,1,120,3,71,3,2,4,5441,8423,0,22,4,4,80,0,11,2,1,10,7,1,0
53,1084,13,2,1,250,4,57,4,2,1,4450,26250,1,11,3,3,80,2,5,3,3,4,2,1,3
58,286,2,4,1,825,4,31,3,5,2,19246,25761,7,12,3,4,80,0,40,2,3,31,15,13,8
33,134,2,3,1,242,3,90,3,1,4,2500,10515,0,14,3,1,80,0,4,2,4,3,1,0,2
32,529,2,3,1,2038,4,78,3,1,1,2439,11288,1,14,3,4,80,0,4,4,3,4,2,1,2
34,628,8,3,1,2068,2,82,4,2,3,4404,10228,2,12,3,1,80,0,6,3,4,4,3,1,2
39,141,3,3,1,760,3,44,4,2,2,6389,18767,9,15,3,3,80,1,12,3,1,8,3,3,6
23,638,9,3,1,2023,4,33,3,1,1,1790,26956,1,19,3,1,80,1,1,3,2,1,0,1,0
33,392,2,4,1,1670,4,93,3,2,4,5505,3921,1,14,3,3,80,2,6,5,3,6,2,0,4
36,676,1,3,1,823,3,35,3,2,2,5228,23361,0,15,3,1,80,1,10,2,3,9,7,0,5
37,1305,10,4,1,518,3,49,3,2,2,4197,21123,2,12,3,4,80,0,18,2,2,1,0,0,1
31,1274,9,1,1,581,3,33,3,3,2,10648,14394,1,25,4,4,80,1,13,6,4,13,8,0,8
27,1354,2,4,1,1931,2,41,3,1,2,2226,6073,1,11,3,3,80,1,6,3,2,5,3,1,2
43,422,1,3,1,902,4,33,3,2,4,5562,21782,4,13,3,2,80,1,12,2,2,5,2,2,2
51,1318,26,4,1,851,1,66,3,4,3,16307,5594,2,14,3,3,80,1,29,2,2,20,6,4,17
46,377,9,3,1,1457,1,52,3,3,4,10096,15986,4,11,3,1,80,1,28,1,4,7,7,4,3
27,210,1,1,1,449,3,73,3,2,2,6349,22107,0,13,3,4,80,1,6,0,3,5,4,1,4
30,879,9,2,1,1298,3,72,3,2,3,4695,12858,7,18,3,3,80,0,10,3,3,8,4,1,7
49,1495,5,4,1,1473,1,96,3,2,3,6651,21534,2,14,3,2,80,1,20,0,2,3,2,1,2
49,1184,11,3,1,840,3,43,3,3,4,7654,5860,1,18,3,1,80,2,9,3,4,9,8,7,7
25,1356,10,4,1,1240,3,57,3,2,4,4950,20623,0,14,3,2,80,0,5,4,3,4,3,1,1
37,663,11,3,1,306,2,47,3,3,4,12185,10056,1,14,3,3,80,3,10,1,3,10,8,0,7
52,723,8,4,1,433,3,85,2,2,2,4941,17747,2,15,3,1,80,0,11,3,2,8,2,7,7
44,1448,28,3,1,1039,4,53,4,4,4,13320,11737,3,18,3,3,80,1,23,2,3,12,11,11,11
37,124,3,3,1,1062,4,35,3,2,2,4107,13848,3,15,3,1,80,0,8,3,2,4,3,0,1
58,1055,1,3,1,1423,4,76,3,5,1,19701,22456,3,21,4,3,80,1,32,3,3,9,8,1,5
43,415,25,3,1,1076,3,79,2,3,4,10798,5268,5,13,3,3,80,1,18,5,3,1,0,0,0
37,783,7,4,1,1885,4,78,3,2,1,4284,13588,5,22,4,3,80,1,16,2,3,5,3,0,4
36,1120,11,4,1,2045,2,100,2,2,4,6652,14369,4,13,3,1,80,1,8,2,2,6,3,0,0
33,1069,1,3,1,969,2,42,2,2,4,6949,12291,0,14,3,1,80,0,6,3,3,5,0,1,4
50,813,17,5,1,1656,4,50,2,3,1,13269,21981,5,15,3,3,80,3,19,3,3,14,11,1,11
55,147,20,2,1,389,2,37,3,2,4,5415,15972,3,19,3,4,80,1,12,4,3,10,7,0,8
38,1444,1,4,1,1972,4,88,3,1,2,2991,5224,0,11,3,2,80,1,7,2,3,6,2,1,2
39,1431,1,4,1,332,3,96,3,1,3,2232,15417,7,14,3,3,80,3,7,1,3,3,2,1,2
36,885,16,4,1,1042,3,43,4,1,1,2743,8269,1,16,3,3,80,0,18,1,3,17,13,15,14
53,661,7,2,1,862,1,78,2,3,4,10934,20715,7,18,3,4,80,1,35,3,3,5,2,0,4
36,1041,13,3,1,829,3,36,3,1,2,2143,25527,4,13,3,2,80,1,8,2,3,5,2,0,4
30,1092,10,3,1,1816,1,64,3,3,3,9667,2739,9,14,3,2,80,0,9,3,3,7,7,0,2
41,447,5,3,1,1814,2,85,4,2,2,6870,15530,3,12,3,1,80,0,11,3,1,3,2,1,2
37,1278,1,4,1,1700,3,31,1,2,4,9525,7677,1,14,3,3,80,2,6,2,2,6,3,1,3
27,994,8,3,1,56,4,37,3,3,3,8726,2975,1,15,3,4,80,0,9,0,3,9,8,1,7
38,1153,6,2,1,1782,4,40,2,1,3,3702,16376,1,11,3,2,80,1,5,3,3,5,4,0,4
29,657,27,3,1,793,2,66,3,2,3,4335,25549,4,12,3,1,80,1,11,3,2,8,7,1,1
42,481,12,3,1,1167,3,44,3,4,1,13758,2447,0,12,3,2,80,0,22,2,2,21,9,13,14
42,1332,2,4,1,477,1,98,2,2,4,6781,17078,3,23,4,2,80,0,14,6,3,1,0,0,0
24,823,17,2,1,643,4,94,2,1,2,2127,9100,1,21,4,4,80,1,1,2,3,1,0,0,0
45,192,10,2,1,544,1,69,3,1,4,2654,9655,3,21,4,4,80,2,8,3,2,2,2,0,2
46,526,1,2,1,244,2,92,3,3,1,10453,2137,1,25,4,3,80,3,24,2,3,24,13,15,7
45,252,1,3,1,336,3,70,4,5,4,19202,15970,0,11,3,3,80,1,25,2,3,24,0,1,7
32,1146,15,4,1,1955,3,34,3,2,4,6667,16542,5,18,3,2,80,1,9,6,3,5,1,1,2
42,179,2,5,1,1231,4,79,4,2,1,6272,12858,7,16,3,1,80,1,10,3,4,4,3,0,3
44,1099,5,3,1,1267,2,88,3,5,2,18213,8751,7,11,3,3,80,1,26,5,3,22,9,3,10
40,575,22,2,1,492,3,68,2,2,3,6380,6110,2,12,3,1,80,2,8,6,3,6,4,1,0
49,1313,11,4,1,1757,4,80,3,2,4,4507,8191,3,12,3,3,80,0,8,1,4,5,1,0,4
35,287,1,4,1,2052,3,62,1,1,4,2977,8952,1,12,3,4,80,1,4,5,3,4,3,1,1
34,470,2,4,1,339,4,84,2,2,1,5957,23687,6,13,3,2,80,1,13,3,3,11,9,5,9
26,575,1,2,1,792,1,71,1,1,4,4364,5288,3,14,3,1,80,1,5,2,3,2,2,2,0
28,289,2,2,1,1504,3,38,2,1,1,2561,5355,7,11,3,3,80,0,8,2,2,0,0,0,0
40,1137,1,4,1,1892,1,98,3,4,1,16823,18991,2,11,3,1,80,1,22,3,3,19,7,11,16
34,988,23,3,1,590,2,43,3,3,1,9950,11533,9,15,3,3,80,3,11,2,3,3,2,0,2
35,853,18,5,1,74,2,71,3,3,1,9069,11031,1,22,4,4,80,1,9,3,2,9,8,1,8
28,1158,9,3,1,377,4,94,3,1,4,2070,2613,1,23,4,4,80,1,5,3,2,5,2,0,4
24,813,1,3,1,45,2,61,3,1,4,2293,3020,2,16,3,1,80,1,6,2,2,2,0,2,0
32,1401,4,2,1,330,3,56,3,1,2,3931,20990,2,11,3,1,80,1,6,5,3,4,3,1,2
40,692,11,3,1,1985,4,73,3,2,3,6323,26849,1,11,3,1,80,1,10,2,4,10,9,9,4
37,319,4,4,1,311,1,41,3,1,4,2793,2539,4,17,3,3,80,1,13,2,3,9,8,5,8
27,591,2,3,1,1648,4,87,3,1,4,2580,6297,2,13,3,3,80,0,6,0,2,4,2,1,2
50,939,24,3,1,1005,4,95,3,4,3,13973,4161,3,18,3,4,80,1,22,2,3,12,11,1,5
36,922,3,2,1,155,1,39,3,1,4,2835,2561,5,22,4,1,80,1,7,2,3,1,0,0,0
31,218,7,3,1,416,2,100,4,2,4,6929,12241,4,11,3,2,80,1,10,3,2,8,7,7,7
43,177,8,3,1,920,1,55,3,2,2,4765,23814,4,21,4,3,80,1,4,2,4,1,0,0,0
29,986,3,4,1,564,2,93,2,3,3,11935,21526,1,18,3,3,80,0,10,2,3,10,2,0,7
41,143,4,3,1,488,1,56,3,2,2,9355,9558,1,18,3,3,80,0,8,5,3,8,7,7,7
37,1373,2,2,1,4,4,92,2,1,3,2090,2396,6,15,3,2,80,0,7,3,3,0,0,0,0
40,989,4,1,1,253,4,46,3,5,3,19033,6499,1,14,3,2,80,1,21,2,3,20,8,9,9
25,891,4,2,1,527,2,99,2,2,4,4487,12090,1,11,3,2,80,0,5,3,3,5,4,1,3
37,228,6,4,1,378,3,98,3,2,4,6502,22825,4,14,3,2,80,1,7,5,4,5,4,0,1
48,1262,1,4,1,1116,1,35,4,4,4,16885,16154,2,22,4,3,80,0,27,3,2,5,4,2,1
32,515,1,3,1,331,4,62,2,1,3,3730,9571,0,14,3,4,80,0,4,2,1,3,2,1,2
39,867,9,2,1,1936,1,87,3,2,1,5151,12315,1,25,4,4,80,1,10,3,3,10,0,7,9
25,977,2,1,1,1992,4,57,3,1,3,3977,7298,6,19,3,3,80,1,7,2,2,2,2,0,2
30,1240,9,3,1,184,3,48,3,2,4,6347,13982,0,19,3,4,80,0,12,2,1,11,9,4,7
30,330,1,3,1,1499,3,46,3,1,3,2064,15428,0,21,4,1,80,1,6,3,4,5,3,1,3
39,1462,6,3,1,1588,4,38,4,3,3,8237,4658,2,11,3,1,80,1,11,3,3,7,6,7,6
35,619,1,3,1,600,2,85,3,2,3,4717,18659,9,11,3,3,80,0,15,2,3,11,9,6,9
38,723,2,4,1,1835,2,77,1,2,4,5405,4244,2,20,4,1,80,2,20,4,2,4,2,0,3
29,318,8,4,1,454,2,77,1,1,1,2119,4759,1,11,3,4,80,0,7,4,2,7,7,0,7
34,653,10,4,1,1597,4,92,2,2,3,5063,15332,1,14,3,2,80,1,8,3,2,8,2,7,7
38,1391,10,1,1,1006,3,66,3,1,3,2684,12127,0,17,3,2,80,1,3,0,2,2,1,0,2
52,585,29,4,1,2019,1,40,3,1,4,3482,19788,2,15,3,2,80,2,16,3,2,9,8,0,0
29,1252,23,2,1,824,3,81,4,1,3,2700,23779,1,24,4,3,80,1,10,3,3,10,7,0,7
34,618,3,1,1,1103,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,1,2,6,2,0,4
40,1142,8,2,1,1552,4,72,3,2,4,4069,8841,3,18,3,3,80,0,8,2,3,2,2,2,2
43,1291,15,2,1,1666,3,65,2,4,3,17603,3525,1,24,4,1,80,1,14,3,3,14,10,6,11
38,702,1,4,1,230,1,59,2,2,4,8686,12930,4,22,4,3,80,0,12,2,4,8,3,0,7
30,853,7,4,1,1224,3,49,3,2,3,3491,11309,1,13,3,1,80,3,10,4,2,10,7,8,9
27,618,4,3,1,933,2,76,3,1,3,2318,17808,1,19,3,3,80,0,1,2,3,1,1,0,0
50,1234,20,5,1,1606,2,41,3,4,3,11245,20689,2,15,3,3,80,1,32,3,3,30,8,12,13
30,111,9,3,1,239,3,66,3,2,1,3072,11012,1,11,3,3,80,2,12,4,3,12,9,6,10
47,1001,4,3,1,1827,3,92,2,3,2,10333,19271,8,12,3,3,80,1,28,4,3,22,11,14,10
33,1283,2,3,1,1756,4,62,3,2,2,5147,10697,8,15,3,4,80,0,13,2,2,11,7,1,7
46,945,5,2,1,103,2,80,3,2,2,5021,10425,8,22,4,4,80,1,16,2,3,4,2,0,2
39,505,2,4,1,343,3,64,3,3,3,10938,6420,0,25,4,4,80,0,20,1,3,19,6,11,8
30,852,10,3,1,1179,3,72,2,2,3,6578,2706,1,18,3,1,80,1,10,3,3,10,3,1,4
36,1302,6,4,1,1594,1,80,4,2,1,5562,19711,3,13,3,4,80,1,9,3,3,3,2,0,2
58,350,2,3,1,1824,2,52,3,4,2,16291,22577,4,22,4,4,80,1,37,0,2,16,9,14,14
30,153,8,2,1,1015,2,73,4,3,1,11416,17802,0,12,3,3,80,3,9,4,2,8,7,1,7
22,1256,3,4,1,1203,3,48,2,1,4,2853,4223,0,11,3,2,80,1,1,5,3,0,0,0,0
53,1282,5,3,1,32,3,58,3,5,3,19094,10735,4,11,3,4,80,1,26,3,2,14,13,4,8
52,1325,11,4,1,813,4,82,3,2,3,3149,21821,8,20,4,2,80,1,9,3,3,5,2,1,4
29,232,19,3,1,611,4,34,3,2,4,4262,22645,4,12,3,2,80,2,8,2,4,3,2,1,2
29,694,1,3,1,1264,4,87,2,4,4,16124,3423,3,14,3,2,80,2,9,2,2,7,7,1,7
32,1093,6,4,1,125,2,87,3,2,3,5010,24301,1,16,3,1,80,0,12,0,3,11,8,5,7
28,103,24,3,1,19,3,50,2,1,3,2028,12947,5,14,3,2,80,0,6,4,3,4,2,0,3
43,782,6,4,1,661,2,50,2,4,4,16627,2671,4,14,3,3,80,1,21,3,2,1,0,0,0
49,1002,18,4,1,275,4,92,3,2,4,6804,23793,1,15,3,1,80,2,7,0,3,7,7,1,7
39,117,10,1,1,429,3,99,3,4,1,17068,5355,1,14,3,4,80,0,21,3,3,21,9,11,10
32,495,10,3,1,1516,3,64,3,3,4,11244,21072,2,25,4,2,80,0,10,5,4,5,2,0,0
56,906,6,3,1,532,3,86,4,4,1,13212,18256,9,11,3,4,80,3,36,0,2,7,7,7,7
39,1329,4,4,1,182,4,47,2,2,3,5902,14590,4,14,3,3,80,1,17,1,4,15,11,5,9
33,750,22,2,1,160,3,95,3,2,2,6146,15480,0,13,3,1,80,1,8,2,4,7,7,0,7
53,238,1,1,1,682,4,34,3,2,1,8381,7507,7,20,4,4,80,0,18,2,4,14,7,8,10
36,530,2,4,1,1710,3,51,3,2,4,4502,7439,3,15,3,3,80,0,17,2,2,13,7,6,7
34,999,26,1,1,1374,1,92,2,1,3,2029,15891,1,20,4,3,80,3,5,2,3,5,4,0,0
34,135,19,3,1,1285,3,46,3,2,2,4444,22534,4,13,3,3,80,2,15,2,4,11,8,5,10
54,1050,11,4,1,1520,2,87,3,4,4,16032,24456,3,20,4,1,80,1,26,2,3,14,9,1,12
24,381,9,3,1,1494,2,89,3,1,1,3172,16998,2,11,3,3,80,0,4,2,2,0,0,0,0
40,1184,2,4,1,1212,2,62,3,2,2,4327,25440,5,12,3,4,80,3,5,2,3,0,0,0,0
55,267,13,4,1,1372,1,85,4,4,3,13695,9277,6,17,3,3,80,0,24,2,2,19,7,3,8
45,950,28,3,1,1546,4,97,3,1,4,2132,4585,4,20,4,4,80,1,8,3,3,5,4,0,3
44,621,15,3,1,1295,1,73,3,3,4,7978,14075,1,11,3,4,80,1,10,2,3,10,7,0,5
36,311,7,3,1,1659,1,77,3,1,2,2013,10950,2,11,3,3,80,0,15,4,3,4,3,1,3
45,374,20,3,1,2046,4,50,3,2,3,4850,23333,8,15,3,3,80,0,8,3,3,5,3,0,1
38,833,18,3,1,1766,2,60,1,2,4,5811,24539,3,16,3,3,80,1,15,2,3,1,0,1,0
29,1092,1,4,1,2027,1,36,3,1,4,4787,26124,9,14,3,2,80,3,4,3,4,2,2,2,2
33,1296,6,3,1,692,3,30,3,2,4,7725,5335,3,23,4,3,80,1,15,2,1,13,11,4,7
33,461,13,1,1,995,2,53,3,1,4,3452,17241,3,18,3,1,80,0,5,4,3,3,2,0,2
29,459,24,2,1,1868,4,73,2,1,4,2439,14753,1,24,4,2,80,0,1,3,2,1,0,1,0
42,532,29,2,1,547,1,92,3,2,3,4556,12932,2,11,3,2,80,1,19,3,3,5,4,0,2
51,1456,1,4,1,145,1,30,2,3,1,7484,25796,3,20,4,3,80,0,23,1,2,13,12,12,8
38,362,1,1,1,662,3,43,3,1,1,2619,14561,3,17,3,4,80,0,8,3,2,0,0,0,0
31,330,22,4,1,1389,4,98,3,2,3,6179,21057,1,15,3,4,80,2,10,3,2,10,2,6,7
25,1372,18,1,1,1399,1,93,4,2,3,6232,12477,2,11,3,2,80,0,6,3,2,3,2,1,2
58,781,2,1,1,918,4,57,2,1,4,2380,13384,9,14,3,4,80,1,3,3,2,1,0,0,0
30,464,4,3,1,514,3,40,3,1,4,2285,3427,9,23,4,3,80,0,3,4,3,1,0,0,0
34,1375,10,3,1,1774,4,87,3,2,3,4001,12313,1,14,3,3,80,1,15,3,3,15,14,0,7
38,1009,2,2,1,1355,2,31,3,2,1,6893,19461,3,15,3,4,80,1,11,3,3,7,7,1,7
21,895,9,2,1,484,1,39,3,1,4,2610,2851,1,24,4,3,80,0,3,3,2,3,2,2,2
43,920,3,3,1,1255,3,96,1,5,4,19740,18625,3,14,3,2,80,1,25,2,3,8,7,0,7
41,1360,12,3,1,58,2,49,3,5,3,19545,16280,1,12,3,4,80,0,23,0,3,22,15,15,8
29,991,5,3,1,1669,1,43,2,2,2,4187,3356,1,13,3,2,80,1,10,3,2,10,0,0,9
30,138,22,3,1,1004,1,48,3,1,3,2132,11539,4,11,3,2,80,0,7,2,3,5,2,0,1
42,603,7,4,1,1292,2,78,4,2,2,2372,5628,6,16,3,4,80,0,18,2,3,1,0,0,0
58,848,23,4,1,1308,1,88,3,1,3,2372,26076,1,12,3,4,80,2,2,3,3,2,2,2,2
45,252,2,3,1,834,2,95,2,1,3,2274,6153,1,14,3,4,80,0,1,3,3,1,0,0,0
45,1050,9,4,1,1117,2,65,2,2,3,5593,17970,1,13,3,4,80,1,15,2,3,15,10,4,12
28,1451,2,1,1,1136,1,67,2,1,2,3201,19911,0,17,3,1,80,0,6,2,1,5,3,0,4
39,903,2,5,1,985,1,41,4,3,3,7880,2560,0,18,3,4,80,0,9,3,3,8,7,0,7
26,921,1,1,1,1068,1,66,2,1,3,2007,25265,1,13,3,3,80,2,5,5,3,5,3,1,3
27,199,6,3,1,1162,4,55,2,1,3,2539,7950,1,13,3,3,80,1,4,0,3,4,2,2,2
35,200,18,2,1,1412,3,60,3,3,4,9362,19944,2,11,3,3,80,0,10,2,3,2,2,2,2
37,408,19,2,1,61,2,73,3,1,2,3022,10227,4,21,4,1,80,0,8,1,3,1,0,0,0
35,735,6,1,1,1291,3,66,3,1,3,3506,6020,0,14,3,4,80,0,4,3,3,3,2,2,2
44,200,29,4,1,1225,4,32,3,2,4,4541,7744,1,25,4,2,80,0,20,3,3,20,11,13,17
35,1182,11,2,1,1137,4,54,3,2,4,4968,18500,1,11,3,4,80,1,5,3,3,5,2,0,2
27,1377,11,1,1,1434,2,91,3,1,1,2099,7679,0,14,3,2,80,0,6,3,4,5,0,1,4
51,541,2,3,1,1391,2,52,3,3,2,10596,15395,2,11,3,2,80,0,14,5,3,4,2,3,2
38,573,6,3,1,107,2,79,1,2,4,5329,15717,7,12,3,4,80,3,17,3,3,13,11,1,9
37,1225,10,2,1,715,4,80,4,1,4,4680,15232,3,17,3,1,80,0,4,2,3,1,0,0,0
41,918,6,3,1,1708,4,35,3,3,3,9241,15869,1,12,3,2,80,0,10,3,3,10,8,8,7
45,193,6,4,1,101,4,52,3,3,1,13245,15067,4,14,3,2,80,0,17,3,4,0,0,0,0
27,1302,19,3,1,1619,4,67,2,1,1,4066,16290,1,11,3,1,80,2,7,3,3,7,7,0,7
52,621,3,4,1,776,3,31,2,4,1,16856,10084,1,11,3,1,80,0,34,3,4,34,6,1,16
28,1423,1,3,1,1506,1,72,2,1,3,1563,12530,1,14,3,4,80,1,1,2,1,1,0,0,0
18,812,10,3,1,411,4,69,2,1,3,1200,9724,1,12,3,1,80,0,0,2,3,0,0,0,0
33,589,28,4,1,1549,2,79,3,2,3,5207,22949,1,12,3,2,80,1,15,3,3,15,14,5,7
45,1249,7,3,1,425,1,97,3,3,1,5210,20308,1,18,3,1,80,1,24,2,3,24,9,9,11
40,1469,9,4,1,964,4,35,3,1,2,3617,25063,8,14,3,4,80,1,3,2,3,1,1,0,0
27,829,8,1,1,800,3,84,3,2,4,4342,24008,0,19,3,2,80,1,5,3,3,4,2,1,1
29,746,2,3,1,469,4,61,3,2,3,4649,16928,1,14,3,1,80,1,4,3,2,4,3,0,2
56,1400,7,3,1,112,4,49,1,3,4,7260,21698,4,11,3,1,80,0,37,3,2,6,4,0,2
26,1479,1,3,1,384,3,84,3,2,2,6397,26767,1,20,4,1,80,1,6,6,1,6,5,1,4
22,534,15,3,1,144,2,59,3,1,4,2871,23785,1,15,3,3,80,0,1,5,3,0,0,0,0
40,543,1,4,1,2012,1,83,3,1,4,2406,4060,8,19,3,3,80,2,8,3,2,1,0,0,0
42,1474,5,2,1,591,2,97,3,1,3,2093,9260,4,17,3,4,80,1,8,4,3,2,2,2,0
34,937,1,3,1,1950,1,32,3,3,4,9888,6770,1,21,4,1,80,0,14,3,2,14,8,2,1
51,1405,11,2,1,1367,4,82,2,4,2,13142,24439,3,16,3,2,80,0,29,1,2,5,2,0,3
30,413,7,1,1,585,4,57,3,1,2,2983,18398,0,14,3,1,80,0,4,3,3,3,2,1,2
37,1141,11,2,1,1033,1,61,1,2,2,4777,14382,5,15,3,1,80,0,15,2,1,1,0,0,0
33,1017,25,3,1,1108,1,55,2,1,2,2313,2993,4,20,4,2,80,0,5,0,3,2,2,2,2
40,302,6,3,1,601,2,75,3,4,3,13237,20364,7,15,3,3,80,0,22,3,3,20,6,5,13
55,1229,4,4,1,1501,4,30,3,2,3,4035,16143,0,16,3,2,80,0,4,2,3,3,2,1,2
38,1321,1,4,1,1995,4,86,3,2,2,4440,7636,0,15,3,1,80,2,16,3,3,15,13,5,8
43,1001,7,3,1,451,3,43,3,3,1,9985,9262,8,16,3,1,80,1,10,1,2,1,0,0,0
38,433,1,3,1,1152,3,37,4,1,3,2844,6004,1,13,3,4,80,1,7,2,4,7,6,5,0
52,715,19,4,1,791,4,41,3,1,4,4258,26589,0,18,3,1,80,1,5,3,3,4,3,1,2
44,1459,10,4,1,40,4,41,3,2,4,6465,19121,2,13,3,4,80,0,9,5,4,4,2,1,3
34,678,19,3,1,1701,2,35,2,1,4,2929,20338,1,12,3,2,80,0,10,3,3,10,9,8,7
38,827,1,4,1,724,2,33,4,2,4,7625,19383,0,13,3,3,80,0,10,4,2,9,7,1,8
30,1358,16,1,1,1479,4,96,3,2,3,5301,2939,8,15,3,3,80,2,4,2,2,2,1,2,2
36,1229,8,4,1,990,1,84,3,2,4,5079,25952,4,13,3,4,80,2,12,3,3,7,7,0,7
29,1396,10,3,1,749,3,99,3,1,3,2642,2755,1,11,3,3,80,0,1,6,3,1,0,0,0
46,1450,15,2,1,1217,4,52,3,5,2,19081,10849,5,11,3,1,80,1,25,2,3,4,2,0,3
37,397,7,4,1,102,1,30,3,3,3,13664,25258,4,13,3,1,80,0,16,3,4,5,2,0,2
45,1268,4,2,1,240,3,30,3,2,1,5006,6319,4,11,3,1,80,1,9,3,4,5,4,0,3
54,966,1,4,1,1245,4,53,3,3,3,10502,9659,7,17,3,1,80,1,33,2,1,5,4,1,4
53,1223,7,2,1,1201,4,50,3,5,3,18606,18640,3,18,3,2,80,1,26,6,3,7,7,4,7
34,1381,4,4,1,523,3,72,3,2,3,6538,12740,9,15,3,1,80,1,6,3,3,3,2,1,2
38,364,3,5,1,193,4,32,3,2,3,4317,2302,3,20,4,2,80,0,19,2,3,3,2,2,2
42,748,9,2,1,1480,1,74,3,1,4,3673,16458,1,13,3,3,80,0,12,3,3,12,9,5,8
53,1395,24,4,1,1689,2,48,4,3,4,7005,3458,3,15,3,3,80,0,11,2,3,4,3,1,2
34,401,1,3,1,1447,4,86,2,1,2,3294,3708,5,17,3,1,80,1,7,2,2,5,4,0,2
37,290,21,3,1,267,2,65,4,1,1,3564,22977,1,12,3,1,80,1,8,3,2,8,7,1,7
38,1394,8,3,1,1937,4,58,2,2,2,2133,18115,1,16,3,3,80,1,20,3,3,20,11,0,7
53,1376,2,2,1,981,3,45,3,4,3,14852,13938,6,13,3,3,80,1,22,3,4,17,13,15,2
35,185,23,4,1,1826,2,91,1,1,3,2705,9696,0,16,3,2,80,1,6,2,4,5,4,0,3
45,1005,28,2,1,1719,4,48,2,4,2,16704,17119,1,11,3,3,80,0,21,2,3,21,6,8,6
27,608,1,2,1,725,3,68,3,3,1,7412,6009,1,11,3,4,80,0,9,3,3,9,7,0,7
29,896,18,1,1,315,3,86,2,1,4,2389,14961,1,13,3,3,80,0,4,3,2,4,3,0,1
39,711,4,3,1,1633,1,81,3,2,3,5042,3140,0,13,3,4,80,0,10,2,1,9,2,3,8
41,645,1,3,1,534,2,49,4,3,1,8392,19566,1,16,3,3,80,1,10,2,3,10,7,0,7
27,894,9,3,1,260,4,99,3,1,2,2279,11781,1,16,3,4,80,0,7,2,2,7,7,0,3
40,1308,14,3,1,1128,3,44,2,5,3,19626,17544,1,14,3,1,80,0,21,2,4,20,7,4,9
37,1372,1,3,1,391,4,42,3,1,4,2115,15881,1,12,3,2,80,0,17,3,3,17,12,5,7
24,897,10,3,1,1746,1,59,3,1,4,2145,2097,0,14,3,4,80,1,3,2,3,2,2,2,1
34,304,2,3,1,786,4,60,3,2,4,6274,18686,1,22,4,3,80,0,6,5,3,6,5,1,4
34,1397,1,5,1,683,2,42,3,1,4,2691,7660,1,12,3,4,80,1,10,4,2,10,9,8,8
38,322,7,2,1,382,1,44,4,2,1,5605,19191,1,24,4,3,80,1,8,3,3,8,0,7,7
52,1323,2,3,1,316,3,89,2,1,4,3212,3300,7,15,3,2,80,0,6,3,2,2,2,2,2
30,1398,22,4,1,567,3,69,3,3,1,8412,2890,0,11,3,3,80,0,10,3,3,9,8,7,8
31,444,5,3,1,399,4,84,3,1,2,2789,3909,1,11,3,3,80,1,2,5,2,2,2,2,2
39,1132,1,3,1,417,3,48,4,3,4,9613,10942,0,17,3,1,80,3,19,5,2,18,10,3,7
29,1210,2,3,1,366,1,78,2,2,2,6644,3687,2,19,3,2,80,2,10,2,3,0,0,0,0
47,719,27,2,1,785,2,77,4,2,3,6397,10339,4,12,3,4,80,0,8,2,3,5,4,1,3
47,249,2,2,1,903,3,35,3,2,4,4537,17783,0,22,4,1,80,1,8,2,3,7,6,7,7
36,884,23,2,1,2061,3,41,4,2,4,2571,12290,4,17,3,3,80,1,17,3,3,5,2,0,3
37,342,16,4,1,868,4,66,2,2,3,6334,24558,4,19,3,4,80,2,9,2,3,1,0,0,0
28,1475,13,2,1,1933,4,84,3,2,3,9854,23352,3,11,3,4,80,0,6,0,3,2,0,2,2
48,817,2,1,1,712,2,56,4,2,2,8120,18597,3,12,3,4,80,0,12,3,3,2,2,2,2
24,506,29,1,1,1725,2,91,3,1,1,3907,3622,1,13,3,2,80,3,6,2,4,6,2,1,2
42,335,23,2,1,1976,4,37,2,2,3,4332,14811,1,12,3,4,80,0,20,2,3,20,9,3,7
44,136,28,3,1,1523,4,32,3,4,1,16328,22074,3,13,3,3,80,1,24,1,4,20,6,14,17
31,1154,2,2,1,1996,1,54,3,1,3,3067,6393,0,19,3,3,80,1,3,1,3,2,2,1,2
22,1136,5,3,1,284,4,60,4,1,2,2328,12392,1,16,3,1,80,1,4,2,2,4,2,2,2
27,1277,8,5,1,1094,1,87,1,1,3,4621,5869,1,19,3,4,80,3,3,4,3,3,2,1,2
